"numid","plant.genus","plant.species","plant.spp","frug.taxon","family","frug.genus","frug.species","frug.spp","lat_region","mainisland","old_new_world","year","country","plant.invasive","frug.invasive","plant.iucn.category","frug.iucn.category","feedtrial","germtrial","planting.location","germ.effect","rate.effect","compare.against","fleshy","gut.portion","n.gut","control.portion","n.control","maybe.regurg","ai","bi","ci","di","citation","yi","vi"
"388","Mendoncia","cowanii","Mendoncia cowanii","primate","unknown","Eulemur","sanfordi","Eulemur sanfordi","tropical","island","old world",2016,"Madacascar","Not in GISD","Not in GISD","LC","EN","no","yes","field soil",NA,"pos","mechanically cleaned","yes",0.6,20,0.2,20,"no",12,8,4,16,"NA (2016) Diet and effects of Sanford’s brown lemur (Eulemur sanfordi, Archbold 1932) gut-passage on the germination of plant species in Amber forest, Madagascar. Zoological Studies. 55.",1.79175946922805,0.520833333333333
"389","Clidemia","urceolata","Clidemia urceolata","bird","unknown","Schistochlamys","ruficapillus","Schistochlamys ruficapillus","tropical","mainland","new world",2016,"Brazil","Not in GISD","Not in GISD",NA,"LC","yes","yes","petri dish (or similar)","pos","no","mechanically cleaned","yes",0.08,150,0.025,150,"no",12,138,4,146,"NA (2016) Does seed coat structure modulate gut-passage effects on seed germination? Examples from Miconieae DC. (Melastomataceae). Seed Science Research. 26.",1.15496522521924,0.347429025213421
"389","Leandra","aurea","Leandra aurea","bird","unknown","Schistochlamys","ruficapillus","Schistochlamys ruficapillus","tropical","mainland","new world",2016,"Brazil","Not in GISD","Not in GISD",NA,"LC","yes","yes","petri dish (or similar)","neg","no","mechanically cleaned","yes",0.002,150,0.045,150,"no",0,150,7,143,"NA (2016) Does seed coat structure modulate gut-passage effects on seed germination? Examples from Miconieae DC. (Melastomataceae). Seed Science Research. 26.",-2.75567825009146,2.14694649272074
"389","Clidemia","urceolata","Clidemia urceolata","bird","unknown","Thraupis","sayaca","Thraupis sayaca","tropical","mainland","new world",2016,"Brazil","Not in GISD","Not in GISD",NA,"LC","yes","yes","petri dish (or similar)","no","no","mechanically cleaned","yes",0.03,150,0.025,150,"no",4,146,4,146,"NA (2016) Does seed coat structure modulate gut-passage effects on seed germination? Examples from Miconieae DC. (Melastomataceae). Seed Science Research. 26.",0,0.513698630136986
"389","Leandra","aurea","Leandra aurea","bird","unknown","Thraupis","sayaca","Thraupis sayaca","tropical","mainland","new world",2016,"Brazil","Not in GISD","Not in GISD",NA,"LC","yes","yes","petri dish (or similar)","neg","no","mechanically cleaned","yes",0.005,150,0.045,150,"no",1,149,7,143,"NA (2016) Does seed coat structure modulate gut-passage effects on seed germination? Examples from Miconieae DC. (Melastomataceae). Seed Science Research. 26.",-1.98701182474087,1.15656155924612
"391","Annona","glabra","Annona glabra","reptile","Annonaceae","Iguana","iguana","Iguana iguana","tropical","island","new world",2016,"United States","Invasive","Invasive",NA,NA,"no","yes","greenhouse/nursery soil","no","no","mechanically cleaned","yes",0.049,139,0.02,140,"no",7,132,3,137,"NA (2016) Effects of invasive Green Iguanas (Iguana iguana) on seed germination and seed dispersal potential in southeastern Puerto Rico. Biological Invasions. 18.",0.884476863628957,0.491065503839226
"391","Annona","glabra","Annona glabra","reptile","Annonaceae","Iguana","iguana","Iguana iguana","tropical","island","new world",2016,"United States","Invasive","Invasive",NA,NA,"no","yes","greenhouse/nursery soil","no","no","whole fruit","yes",0.049,139,0.061,146,NA,7,132,9,137,"NA (2016) Effects of invasive Green Iguanas (Iguana iguana) on seed germination and seed dispersal potential in southeastern Puerto Rico. Biological Invasions. 18.",-0.214135425039152,0.268843281617004
"391","Annona","glabra","Annona glabra","reptile","Annonaceae","Iguana","iguana","Iguana iguana","tropical","island","new world",2016,"United States","Invasive","Invasive",NA,NA,"no","yes","greenhouse/nursery soil","no","no","mechanically cleaned","yes",0.074,145,0.02,140,NA,11,134,3,137,"NA (2016) Effects of invasive Green Iguanas (Iguana iguana) on seed germination and seed dispersal potential in southeastern Puerto Rico. Biological Invasions. 18.",1.32142411000747,0.439004380882581
"391","Annona","glabra","Annona glabra","reptile","Annonaceae","Iguana","iguana","Iguana iguana","tropical","island","new world",2016,"United States","Invasive","Invasive",NA,NA,"no","yes","greenhouse/nursery soil","no","no","whole fruit","yes",0.074,145,0.061,146,NA,11,134,9,137,"NA (2016) Effects of invasive Green Iguanas (Iguana iguana) on seed germination and seed dispersal potential in southeastern Puerto Rico. Biological Invasions. 18.",0.222811821339365,0.216782158660359
"391","Ficus","sp","Ficus sp","reptile","unknown","Iguana","iguana","Iguana iguana","tropical","island","new world",2016,"United States","Not in GISD","Invasive",NA,NA,"no","yes","greenhouse/nursery soil","no","pos","mechanically cleaned","yes",0.5,51,0.52,52,NA,26,25,27,25,"NA (2016) Effects of invasive Green Iguanas (Iguana iguana) on seed germination and seed dispersal potential in southeastern Puerto Rico. Biological Invasions. 18.",-0.0377403279828475,0.155498575498576
"391","Ficus","sp","Ficus sp","reptile","unknown","Iguana","iguana","Iguana iguana","tropical","island","new world",2016,"United States","Not in GISD","Invasive",NA,NA,"no","yes","greenhouse/nursery soil","no","pos","whole fruit","yes",0.5,51,0.482,51,NA,26,25,25,26,"NA (2016) Effects of invasive Green Iguanas (Iguana iguana) on seed germination and seed dispersal potential in southeastern Puerto Rico. Biological Invasions. 18.",0.0784414263065624,0.156923076923077
"391","Ficus","sp","Ficus sp","reptile","unknown","Iguana","iguana","Iguana iguana","tropical","island","new world",2016,"United States","Not in GISD","Invasive",NA,NA,"no","yes","greenhouse/nursery soil","no","pos","mechanically cleaned","yes",0.403,60,0.52,52,NA,24,36,27,25,"NA (2016) Effects of invasive Green Iguanas (Iguana iguana) on seed germination and seed dispersal potential in southeastern Puerto Rico. Biological Invasions. 18.",-0.482426149244293,0.146481481481481
"391","Ficus","sp","Ficus sp","reptile","unknown","Iguana","iguana","Iguana iguana","tropical","island","new world",2016,"United States","Not in GISD","Invasive",NA,NA,"no","yes","greenhouse/nursery soil","no","pos","whole fruit","yes",0.403,60,0.482,51,NA,24,36,25,26,"NA (2016) Effects of invasive Green Iguanas (Iguana iguana) on seed germination and seed dispersal potential in southeastern Puerto Rico. Biological Invasions. 18.",-0.366244394954883,0.147905982905983
"393","Dialium","guianense","Dialium guianense","primate","unknown","Alouatta","palliata","Alouatta palliata","tropical","mainland","new world",2016,"Mexico","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","pos",NA,"mechanically cleaned","yes",0.7,150,0.02,150,"no",105,45,3,147,"NA (2016) Possible implications of seed dispersal by the howler monkey for the early recruitment of a legume tree in small rain-forest fragments in Mexico. Journal of Tropical Ecology. 32.",4.73911815849783,0.3718820861678
"395","Dillenia","indica","Dillenia indica","non-flying mammal other than primate","Dilleniaceae","Elephas","maximus","Elephas maximus","tropical","mainland","old world",2016,"Thailand","Not in GISD","Not in GISD",NA,"EN","yes","yes","greenhouse/nursery soil","pos","pos","mechanically cleaned","yes",0.79,300,0.6,300,"no",237,63,180,120,"NA (2016) Seed dispersal potential of Asian elephants. Acta Oecologica. 77.",0.919460306635435,0.0339813140446052
"395","Dillenia","indica","Dillenia indica","non-flying mammal other than primate","Dilleniaceae","Elephas","maximus","Elephas maximus","tropical","mainland","old world",2016,"Thailand","Not in GISD","Not in GISD",NA,"EN","yes","yes","greenhouse/nursery soil","pos","pos","mechanically cleaned","yes",0.7,410,0.6,300,"no",287,123,180,120,"NA (2016) Seed dispersal potential of Asian elephants. Acta Oecologica. 77.",0.441832752279039,0.0255032907471932
"395","Dillenia","indica","Dillenia indica","non-flying mammal other than primate","Dilleniaceae","Elephas","maximus","Elephas maximus","tropical","mainland","old world",2016,"Thailand","Not in GISD","Not in GISD",NA,"EN","yes","yes","greenhouse/nursery soil","pos","pos","mechanically cleaned","yes",0.79,190,0.6,300,"no",150,40,180,120,"NA (2016) Seed dispersal potential of Asian elephants. Acta Oecologica. 77.",0.916290731874155,0.0455555555555556
"396","Pilosocereus","gounellei","Pilosocereus gounellei","reptile","Cactaceae","Tropidurus","semitaeniatus","Tropidurus semitaeniatus","tropical","mainland","new world",2016,"Brazil","Not in GISD","Not in GISD","LC","LC","no","yes","petri dish (or similar)","neg","neg","mechanically cleaned","yes",0.7,96,0.9,100,"no",67,29,90,10,"NA (2016) Seed removal by lizards and effect of gut passage on germination in a columnar cactus of the Caatinga, a tropical dry forest in Brazil. Journal of Arid Environments. 135.",-1.35982778793173,0.160519242866129
"396","Pilosocereus","gounellei","Pilosocereus gounellei","reptile","Cactaceae","Tropidurus","semitaeniatus","Tropidurus semitaeniatus","tropical","mainland","new world",2016,"Brazil","Not in GISD","Not in GISD","LC","LC","no","yes","petri dish (or similar)","pos","pos","whole fruit","yes",0.7,96,0.3,100,"no",67,29,30,70,"NA (2016) Seed removal by lizards and effect of gut passage on germination in a columnar cactus of the Caatinga, a tropical dry forest in Brazil. Journal of Arid Environments. 135.",1.6846946497917,0.0970271793740656
"398","Ligustrum","lucidum","Ligustrum lucidum","bird","unknown","Turdus","falcklandii","Turdus falcklandii","subtropical","mainland","new world",2016,"Chile","Invasive","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","neg",NA,"mechanically cleaned","yes",0.583,90,0.777,90,"no",52,38,70,20,"NA (2016) The austral thrush (Turdus falcklandii) reduces the seed germination for the urban ornamental tree glossy privet (Ligustrum lucidum) in Santiago, Chile. Revista Brasileira de Botanica. 39.",-0.939105409640327,0.109832272990168
"401","Nitraria","billardierei","Nitraria billardierei","bird","Nitrariaceae","Dromaius","novaehollandiae","Dromaius novaehollandiae","temperate","mainland","old world",1978,"Australia","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","pos",NA,"mechanically cleaned","yes",0.62,200,0.307232077,200,NA,124,76,61,139,"NA (1978) The biology and autecology of Nitraria L. in Australia. II. Seed germination, seedling establishment and response to salinity. Australian Journal of Ecology. 3.",1.31314829427609,0.0448100980931417
"402","Acacia","tortilis","Acacia tortilis","non-flying mammal other than primate","unknown","Capra","aegagrus","Capra aegagrus","tropical","mainland","old world",1986,NA,"Not in GISD","Not in GISD",NA,"VU","yes","yes","petri dish (or similar)","pos",NA,"mechanically cleaned","yes",0.542,175,0.196,500,NA,95,80,98,402,"NA (1986) Some aspects of dry land afforestation in the Sudan with special reference to Acacia tortilis (Forsk.) Hayne, A. senegal Willd. and Prosopis chilensis (Molina) stuntz. Forest Ecology and Management. 16.",1.58333486687511,0.0357179596111815
"411","Ficus","lutea","Ficus lutea","bat","unknown","Pteropus","voeltzkowi","Pteropus voeltzkowi","tropical","island","old world",1997,"Tanzania","Not in GISD","Not in GISD",NA,"VU","no","yes","greenhouse/nursery soil","pos",NA,"mechanically cleaned","yes",0.8,63,0.01,77,"no",50,13,1,76,"NA (1997) The diet of Pteropus voeltzkowi, an endangered fruit bat endemic to Pemba Island, Tanzania. African Journal of Ecology. 35. 351-360.",5.67780698825294,1.11008097165992
"411","Ficus","natalensis","Ficus natalensis","bat","unknown","Pteropus","voeltzkowi","Pteropus voeltzkowi","tropical","island","old world",1997,"Tanzania","Not in GISD","Not in GISD",NA,"VU","no","yes","greenhouse/nursery soil","pos",NA,"mechanically cleaned","yes",0.8,63,0.15,77,"no",50,13,12,65,"NA (1997) The diet of Pteropus voeltzkowi, an endangered fruit bat endemic to Pemba Island, Tanzania. African Journal of Ecology. 35. 351-360.",3.03655426807425,0.195641025641026
"411","Ficus","sur","Ficus sur","bat","unknown","Pteropus","voeltzkowi","Pteropus voeltzkowi","tropical","island","old world",1997,"Tanzania","Not in GISD","Not in GISD",NA,"VU","no","yes","greenhouse/nursery soil","pos",NA,"mechanically cleaned","yes",0.21,63,0.01,77,"no",13,50,1,76,"NA (1997) The diet of Pteropus voeltzkowi, an endangered fruit bat endemic to Pemba Island, Tanzania. African Journal of Ecology. 35. 351-360.",2.98365969231972,1.11008097165992
"414","Diospyros","virginiana","Diospyros virginiana","non-flying mammal other than primate","Ebenaceae","Canis","latrans","Canis latrans","temperate","mainland","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","no","yes","greenhouse/nursery soil",NA,NA,"mechanically cleaned","yes",0.34,250,0.452,250,"no",85,165,113,137,"NA (1999) Germination rates of tree seeds ingested by coyotes and raccoons. American Midland Naturalist. 142. 71-76.",-0.47070111029448,0.0339741395380756
"414","Prunus","americana","Prunus americana","non-flying mammal other than primate","unknown","Canis","latrans","Canis latrans","temperate","mainland","new world",1999,"United States","Not in GISD","Not in GISD","LC","LC","no","yes","greenhouse/nursery soil",NA,NA,"mechanically cleaned","yes",0.061,98,0.292,250,"no",6,92,73,177,"NA (1999) Germination rates of tree seeds ingested by coyotes and raccoons. American Midland Naturalist. 142. 71-76.",-1.84433881639555,0.196884579535169
"414","Asimina","triloba","Asimina triloba","non-flying mammal other than primate","Annonaceae","Canis","latrans","Canis latrans","temperate","mainland","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","no","yes","greenhouse/nursery soil",NA,NA,"mechanically cleaned","yes",0.415,65,0.48,98,"no",27,38,47,51,"NA (1999) Germination rates of tree seeds ingested by coyotes and raccoons. American Midland Naturalist. 142. 71-76.",-0.260071262707789,0.104237265392657
"414","Diospyros","virginiana","Diospyros virginiana","non-flying mammal other than primate","Ebenaceae","Procyon","lotor","Procyon lotor","temperate","mainland","new world",1999,"United States","Not in GISD","Invasive",NA,"LC","no","yes","greenhouse/nursery soil",NA,NA,"mechanically cleaned","yes",0.572,250,0.452,250,"no",143,107,113,137,"NA (1999) Germination rates of tree seeds ingested by coyotes and raccoons. American Midland Naturalist. 142. 71-76.",0.482608902913785,0.032487628980647
"414","Celtis","occidentalis","Celtis occidentalis","non-flying mammal other than primate","unknown","Procyon","lotor","Procyon lotor","temperate","mainland","new world",1999,"United States","Not in GISD","Invasive",NA,"LC","no","yes","greenhouse/nursery soil",NA,NA,"mechanically cleaned","yes",0.38,250,0.812,250,"no",95,155,203,47,"NA (1999) Germination rates of tree seeds ingested by coyotes and raccoons. American Midland Naturalist. 142. 71-76.",-1.95260660265043,0.0431806328117646
"415","Acacia","ligulata","Acacia ligulata","bird","unknown","Aves","sp.","Aves sp.","tropical","mainland","old world",2000,"Australia","Not in GISD","Not in GISD",NA,NA,"no","yes","petri dish (or similar)","pos",NA,"mechanically cleaned","yes",0.18,50,0.02,50,"no",9,41,1,49,"NA (2000) Bet-hedging and germination in the Australian arid zone shrub Acacia ligulata. Austral Ecology. 25. 368-374.",2.37547280874254,1.15590951827886
